ID,height(cm),weight(kg)
user_3301,148.4,76.0
user_3302,189.4,97.9
user_3303,154.3,108.6
user_3304,174.0,95.9
user_3305,162.6,79.7
user_3306,159.6,65.9
user_3307,147.9,81.9
user_3308,152.8,80.2
user_3309,145.9,74.5
user_3310,157.4,80.5
user_3311,130.9,85.6
user_3312,178.8,75.0
user_3313,137.2,68.4
user_3314,137.9,72.0
user_3315,162.0,93.4
user_3316,140.6,104.1
user_3317,152.0,75.6
user_3318,165.3,66.6
user_3319,168.2,81.7
user_3320,145.0,72.1
user_3321,132.1,67.4
user_3322,132.8,90.7
user_3323,167.7,69.9
user_3324,160.5,64.3
user_3325,156.1,75.3
user_3326,150.4,75.3
user_3327,161.5,62.5
user_3328,146.4,78.8
user_3329,168.5,102.4
user_3330,155.1,91.1
user_3331,170.2,61.3
user_3332,135.5,88.1
user_3333,154.3,62.9
user_3334,135.1,101.2
user_3335,153.5,93.5
user_3336,168.1,89.9
user_3337,156.0,65.1
user_3338,164.0,103.7
user_3339,165.7,62.4
user_3340,147.4,66.2
user_3341,131.4,90.0
user_3342,144.7,67.8
user_3343,173.4,83.7
user_3344,154.4,81.8
user_3345,172.8,69.4
user_3346,178.6,95.2
user_3347,175.6,76.3
user_3348,177.8,73.4
user_3349,160.5,60.2
user_3350,140.0,75.1
user_3351,180.7,70.4
user_3352,142.8,88.9
user_3353,160.7,87.2
user_3354,169.1,98.7
user_3355,140.3,96.1
user_3356,136.4,71.1
user_3357,146.6,94.9
user_3358,157.2,65.7
user_3359,154.7,76.3
user_3360,135.8,66.0
user_3361,153.5,98.8
user_3362,169.4,71.3
user_3363,180.7,94.6
user_3364,167.5,95.1
user_3365,163.8,76.3
user_3366,146.2,105.7
user_3367,171.1,75.8
user_3368,162.1,72.8
user_3369,139.6,97.3
user_3370,162.1,75.2
user_3371,131.8,109.8
user_3372,132.4,103.1
user_3373,139.6,85.9
user_3374,174.6,103.0
user_3375,153.4,92.7
user_3376,170.7,95.5
user_3377,131.9,102.4
user_3378,149.4,103.1
user_3379,150.4,104.0
user_3380,154.4,95.1
user_3381,137.4,88.1
user_3382,132.1,105.1
user_3383,137.5,68.5
user_3384,145.7,108.9
user_3385,162.6,87.2
user_3386,157.9,102.9
user_3387,150.8,70.0
user_3388,154.5,100.9
user_3389,162.9,90.1
user_3390,143.9,99.8
user_3391,145.0,77.0
user_3392,189.5,100.8
user_3393,147.6,75.1
user_3394,141.0,97.3
user_3395,165.4,86.4
user_3396,158.6,87.1
user_3397,153.7,85.5
user_3398,144.1,69.3
user_3399,169.1,96.4
user_3400,143.7,73.4
user_3401,153.7,86.1
user_3402,133.9,91.7
user_3403,138.6,72.8
user_3404,172.8,99.8
user_3405,144.2,61.0
user_3406,137.3,65.8
user_3407,153.7,90.9
user_3408,150.1,102.2
user_3409,133.4,109.7
user_3410,152.5,82.1
user_3411,175.2,67.8
user_3412,162.1,75.0
user_3413,173.3,79.7
user_3414,149.1,104.2
user_3415,161.2,102.3
user_3416,153.3,90.9
user_3417,149.8,80.8
user_3418,147.7,75.2
user_3419,161.2,84.2
user_3420,139.7,89.9
user_3421,174.8,109.5
user_3422,136.0,79.6
user_3423,162.3,82.8
user_3424,138.1,101.0
user_3425,137.9,83.6
user_3426,145.1,93.2
user_3427,158.7,93.4
user_3428,137.2,99.3
user_3429,187.2,76.6
user_3430,170.8,102.2
user_3431,132.4,90.9
user_3432,137.2,94.1
user_3433,136.2,84.6
user_3434,177.1,63.2
user_3435,150.7,86.0
user_3436,187.1,66.8
user_3437,189.7,87.4
user_3438,163.1,84.4
user_3439,165.0,66.4
user_3440,141.1,95.7
user_3441,132.8,103.9
user_3442,144.3,93.8
user_3443,157.9,85.1
user_3444,165.2,70.7
user_3445,161.9,70.0
user_3446,169.6,63.0
user_3447,162.6,96.3
user_3448,156.1,81.0
user_3449,135.4,75.0
user_3450,150.1,85.9
user_3451,153.3,62.3
user_3452,136.2,86.1
user_3453,162.3,93.3
user_3454,146.4,105.0
user_3455,138.3,106.7
user_3456,172.7,69.4
user_3457,155.2,61.7
user_3458,132.2,72.9
user_3459,174.1,99.0
user_3460,177.0,94.5
user_3461,134.6,67.0
user_3462,153.9,67.0
user_3463,168.4,92.8
user_3464,142.8,61.7
user_3465,158.5,88.7
user_3466,141.4,73.1
user_3467,139.1,91.4
user_3468,138.9,64.9
user_3469,170.9,71.7
user_3470,173.9,86.0
user_3471,143.5,99.1
user_3472,170.2,67.7
user_3473,138.4,85.5
user_3474,144.7,84.8
user_3475,179.0,96.3
user_3476,156.8,70.5
user_3477,165.1,84.3
user_3478,152.5,66.4
user_3479,161.5,92.6
user_3480,175.7,84.3
user_3481,135.7,79.2
user_3482,160.2,90.3
user_3483,176.0,108.2
user_3484,133.6,77.1
user_3485,151.3,75.5
user_3486,136.8,65.5
user_3487,153.4,84.6
user_3488,185.6,69.9
user_3489,148.5,99.4
user_3490,139.1,66.0
user_3491,162.5,93.7
user_3492,136.4,105.1
user_3493,156.7,100.1
user_3494,160.6,109.6
user_3495,146.8,75.2
user_3496,163.0,107.1
user_3497,153.2,78.0
user_3498,151.1,61.1
user_3499,170.5,87.4
user_3500,151.4,82.8
user_3501,188.4,73.0
user_3502,159.7,73.5
user_3503,154.7,84.4
user_3504,145.2,89.6
user_3505,156.0,71.4
user_3506,139.3,60.2
user_3507,151.8,72.6
user_3508,143.2,92.9
user_3509,161.9,103.1
user_3510,161.1,73.5
user_3511,172.2,66.9
user_3512,145.9,103.2
user_3513,161.0,74.4
user_3514,143.1,72.0
user_3515,131.3,100.0
user_3516,148.6,74.3
user_3517,161.6,106.2
user_3518,163.6,89.9
user_3519,165.4,77.8
user_3520,147.9,79.3
user_3521,162.4,97.0
user_3522,139.3,66.2
user_3523,148.6,72.8
user_3524,162.2,96.4
user_3525,175.9,80.3
user_3526,174.4,86.4
user_3527,175.0,90.6
user_3528,142.9,89.7
user_3529,157.3,85.3
user_3530,171.9,98.8
user_3531,141.7,70.6
user_3532,156.4,72.7
user_3533,150.7,70.8
user_3534,138.5,90.3
user_3535,166.3,98.4
user_3536,149.9,87.2
user_3537,180.6,108.8
user_3538,146.4,78.8
user_3539,137.2,76.8
user_3540,133.1,89.2
user_3541,165.8,76.0
user_3542,150.2,94.3
user_3543,172.9,85.6
user_3544,133.9,97.5
user_3545,182.1,66.4
user_3546,136.4,89.9
user_3547,141.5,68.1
user_3548,148.0,104.1
user_3549,141.4,92.0
user_3550,167.0,74.2
user_3551,141.8,80.7
user_3552,159.1,76.2
user_3553,173.7,100.9
user_3554,134.1,95.2
user_3555,146.9,88.0
user_3556,146.1,67.7
user_3557,143.4,91.4
user_3558,151.7,101.5
user_3559,139.6,91.9
user_3560,188.5,82.1
user_3561,175.4,77.6
user_3562,132.1,79.2
user_3563,188.1,99.0
user_3564,166.4,83.4
user_3565,137.8,80.1
user_3566,140.6,83.7
user_3567,164.3,99.3
user_3568,155.8,73.6
user_3569,166.2,79.5
user_3570,183.0,84.7
user_3571,143.0,105.5
user_3572,173.4,82.9
user_3573,154.4,65.0
user_3574,161.9,83.3
user_3575,132.7,70.1
user_3576,135.8,90.1
user_3577,170.0,78.7
user_3578,148.4,92.8
user_3579,133.4,109.3
user_3580,130.1,89.2
user_3581,141.9,104.7
user_3582,151.0,102.4
user_3583,153.9,64.4
user_3584,172.5,93.8
user_3585,183.2,99.2
user_3586,162.6,67.8
user_3587,154.6,100.0
user_3588,156.7,76.0
user_3589,136.0,83.4
user_3590,178.9,76.8
user_3591,143.2,96.0
user_3592,134.4,103.4
user_3593,138.2,72.3
user_3594,186.6,79.6
user_3595,130.3,101.9
user_3596,154.0,107.0
user_3597,154.0,68.0
user_3598,154.8,71.4
user_3599,155.1,83.5
user_3600,156.8,96.1
user_3601,149.5,89.7
user_3602,171.9,71.5
user_3603,154.6,101.2
user_3604,149.5,85.2
user_3605,157.1,95.0
user_3606,160.9,69.0
user_3607,154.0,77.7
user_3608,152.1,93.6
user_3609,152.7,81.5
user_3610,169.5,78.1
user_3611,166.7,72.3
user_3612,160.4,99.6
user_3613,151.3,104.5
user_3614,136.1,87.2
user_3615,152.7,79.1
user_3616,150.1,62.1
user_3617,158.9,96.0
user_3618,175.5,64.5
user_3619,133.9,80.8
user_3620,160.6,89.9
user_3621,136.7,101.7
user_3622,148.3,86.0
user_3623,149.4,94.5
user_3624,138.5,74.1
user_3625,171.2,61.9
user_3626,134.5,93.6
user_3627,163.3,77.6
user_3628,144.2,70.3
user_3629,161.2,99.7
user_3630,162.7,105.7
user_3631,152.0,105.4
user_3632,138.6,100.7
user_3633,142.9,63.4
user_3634,130.6,102.6
user_3635,135.1,108.6
user_3636,163.3,69.0
user_3637,169.2,97.4
user_3638,166.6,80.9
user_3639,150.9,106.2
user_3640,139.2,87.5
user_3641,145.3,96.5
user_3642,144.2,68.3
user_3643,140.6,66.9
user_3644,140.0,88.8
user_3645,147.0,72.7
user_3646,151.2,102.7
user_3647,148.9,103.5
user_3648,133.3,86.7
user_3649,176.1,79.2
user_3650,136.1,84.4
user_3651,141.8,85.5
user_3652,138.1,95.5
user_3653,176.9,108.0
user_3654,166.3,77.8
user_3655,130.0,79.3
user_3656,133.4,80.2
user_3657,147.6,94.4
user_3658,153.3,66.8
user_3659,151.6,108.8
user_3660,137.8,60.3
user_3661,140.6,68.9
user_3662,181.7,84.3
user_3663,141.3,71.9
user_3664,174.7,87.9
user_3665,130.2,80.0
user_3666,168.1,63.9
user_3667,154.9,80.4
user_3668,146.6,86.2
user_3669,152.8,94.7
user_3670,162.7,69.2
user_3671,173.0,101.9
user_3672,145.0,65.2
user_3673,157.0,92.5
user_3674,184.2,66.8
user_3675,144.4,85.3
user_3676,167.4,67.4
user_3677,151.9,90.3
user_3678,183.7,88.0
user_3679,148.5,93.4
user_3680,147.6,73.6
user_3681,154.3,102.0
user_3682,152.5,84.4
user_3683,131.0,94.4
user_3684,142.4,86.8
user_3685,180.1,78.4
user_3686,146.8,88.8
user_3687,154.0,86.5
user_3688,145.0,101.9
user_3689,166.5,76.8
user_3690,153.0,66.9
user_3691,156.7,85.7
user_3692,156.6,61.6
user_3693,168.3,84.1
user_3694,143.5,87.0
user_3695,134.2,67.9
user_3696,162.1,95.2
user_3697,143.6,76.3
user_3698,161.3,91.6
user_3699,138.4,104.7
user_3700,180.7,77.0
user_3701,155.3,101.7
user_3702,142.8,92.8
user_3703,149.8,88.4
user_3704,185.3,72.3
user_3705,132.6,72.4
user_3706,160.3,98.2
user_3707,147.2,81.8
user_3708,165.0,85.9
user_3709,158.0,73.6
user_3710,132.2,88.3
user_3711,138.3,82.2
user_3712,176.9,73.8
user_3713,142.8,82.9
user_3714,135.1,104.4
user_3715,144.7,99.5
user_3716,140.0,64.9
user_3717,147.2,105.3
user_3718,139.2,80.4
user_3719,135.7,79.8
user_3720,147.5,72.3
user_3721,160.1,63.2
user_3722,163.5,91.8
user_3723,136.6,93.5
user_3724,154.9,102.4
user_3725,154.2,63.3
user_3726,184.0,67.2
user_3727,132.5,96.4
user_3728,158.0,107.3
user_3729,146.1,79.7
user_3730,150.2,68.3
user_3731,152.6,85.3
user_3732,184.5,96.1
user_3733,143.1,87.0
user_3734,167.6,89.4
user_3735,135.5,74.7
user_3736,160.6,82.9
user_3737,130.9,66.9
user_3738,174.9,100.5
user_3739,146.3,90.9
user_3740,135.0,87.8
user_3741,172.7,106.0
user_3742,142.4,81.1
user_3743,146.3,95.4
user_3744,131.6,66.6
user_3745,151.3,65.0
user_3746,137.3,93.9
user_3747,174.6,84.6
user_3748,130.1,94.4
user_3749,156.6,79.0
user_3750,149.9,94.1
user_3751,130.9,88.7
user_3752,144.0,76.0
user_3753,151.0,78.5
user_3754,163.3,89.7
user_3755,142.1,100.3
user_3756,154.1,92.8
user_3757,150.4,74.1
user_3758,158.2,73.0
user_3759,149.0,68.3
user_3760,140.3,80.6
user_3761,138.0,90.8
user_3762,135.5,103.5
user_3763,177.7,66.0
user_3764,140.9,79.5
user_3765,183.1,107.9
user_3766,133.7,105.9
user_3767,132.1,100.5
user_3768,147.9,86.4
user_3769,168.1,92.8
user_3770,164.6,73.7
user_3771,167.3,97.6
user_3772,140.4,62.7
user_3773,163.9,61.6
user_3774,155.1,99.6
user_3775,135.9,90.3
user_3776,160.0,86.7
user_3777,135.3,61.5
user_3778,154.5,73.1
user_3779,133.1,100.2
user_3780,138.3,83.1
user_3781,170.9,85.0
user_3782,160.6,93.6
user_3783,158.8,66.8
user_3784,148.7,84.6
user_3785,139.4,69.0
user_3786,162.7,99.4
user_3787,180.4,108.9
user_3788,153.8,80.5
user_3789,143.8,65.9
user_3790,165.7,78.0
user_3791,138.6,64.2
user_3792,155.9,60.1
user_3793,164.6,87.1
user_3794,139.3,99.0
user_3795,139.2,96.3
user_3796,183.6,72.2
user_3797,151.1,75.1
user_3798,169.1,85.0
user_3799,150.1,67.5
user_3800,141.5,62.7
user_3801,135.8,60.9
user_3802,137.2,65.9
user_3803,178.0,67.9
user_3804,141.1,71.6
user_3805,189.3,62.7
user_3806,156.3,81.0
user_3807,189.9,69.5
user_3808,140.5,96.9
user_3809,156.1,62.6
user_3810,168.9,65.8
user_3811,137.6,96.0
user_3812,164.5,93.4
user_3813,164.3,84.7
user_3814,152.6,74.5
user_3815,172.8,73.4
user_3816,140.7,68.4
user_3817,131.4,107.8
user_3818,145.5,99.2
user_3819,156.8,79.7
user_3820,139.2,106.1
user_3821,162.7,71.5
user_3822,160.0,88.6
user_3823,131.3,83.4
user_3824,178.2,105.3
user_3825,159.6,97.5
user_3826,130.0,96.3
user_3827,178.6,84.0
user_3828,152.1,95.4
user_3829,161.9,105.6
user_3830,146.3,66.6
user_3831,157.0,69.8
user_3832,158.0,72.6
user_3833,180.6,82.1
user_3834,152.6,94.4
user_3835,135.3,63.8
user_3836,168.0,85.9
user_3837,156.7,85.9
user_3838,163.4,79.0
user_3839,159.3,71.2
user_3840,135.1,80.3
user_3841,144.7,84.1
user_3842,147.6,76.8
user_3843,179.6,75.6
user_3844,131.3,83.9
user_3845,177.7,64.8
user_3846,149.0,76.5
user_3847,147.7,85.4
user_3848,167.0,75.6
user_3849,172.1,63.3
user_3850,154.3,73.0
user_3851,168.1,84.2
user_3852,149.7,62.3
user_3853,159.1,97.3
user_3854,148.6,86.5
user_3855,182.6,64.6
user_3856,161.5,78.6
user_3857,153.7,91.0
user_3858,158.3,101.9
user_3859,132.6,73.5
user_3860,172.5,108.5
user_3861,132.4,95.0
user_3862,163.0,107.4
user_3863,151.0,103.7
user_3864,168.8,75.2
user_3865,164.1,64.6
user_3866,162.3,94.3
user_3867,145.8,67.8
user_3868,144.1,86.0
user_3869,148.9,63.0
user_3870,153.4,85.9
user_3871,156.8,97.3
user_3872,135.7,64.5
user_3873,138.6,102.2
user_3874,156.1,71.2
user_3875,162.2,96.2
user_3876,156.9,101.3
user_3877,155.1,62.7
user_3878,143.9,81.1
user_3879,157.4,89.9
user_3880,138.8,71.6
user_3881,153.5,90.8
user_3882,141.0,66.9
user_3883,141.9,79.9
user_3884,184.1,70.8
user_3885,136.5,105.2
user_3886,145.9,76.4
user_3887,171.1,83.0
user_3888,141.6,85.2
user_3889,131.4,101.7
user_3890,131.4,88.8
user_3891,176.0,83.6
user_3892,181.0,69.5
user_3893,150.1,65.7
user_3894,177.3,93.5
user_3895,168.0,104.1
user_3896,156.2,64.2
user_3897,144.4,65.0
user_3898,141.4,63.1
user_3899,163.6,101.4
user_3900,146.7,74.9
user_3901,159.5,72.9
user_3902,141.7,99.5
user_3903,147.2,80.4
user_3904,143.3,67.6
user_3905,135.5,66.3
user_3906,145.9,69.4
user_3907,146.2,64.5
user_3908,145.3,101.5
user_3909,146.5,80.1
user_3910,149.7,67.5
user_3911,151.0,106.6
user_3912,140.6,79.9
user_3913,161.3,68.5
user_3914,165.6,61.1
user_3915,162.8,81.1
user_3916,167.1,102.2
user_3917,174.2,78.9
user_3918,163.6,94.1
user_3919,164.2,80.5
user_3920,158.9,96.2
user_3921,176.5,63.3
user_3922,172.6,74.3
user_3923,152.6,96.5
user_3924,146.4,84.8
user_3925,132.1,80.0
user_3926,173.1,68.9
user_3927,167.1,91.6
user_3928,158.8,88.5
user_3929,169.4,105.5
user_3930,159.7,79.5
user_3931,135.3,93.8
user_3932,156.8,69.0
user_3933,154.9,108.7
user_3934,167.2,90.6
user_3935,132.2,73.3
user_3936,144.8,85.8
user_3937,149.8,62.7
user_3938,159.7,81.6
user_3939,175.8,75.8
user_3940,136.5,102.5
user_3941,136.1,88.2
user_3942,179.0,94.0
user_3943,150.4,91.0
user_3944,164.3,83.1
user_3945,142.9,96.1
user_3946,139.6,69.9
user_3947,133.5,73.9
user_3948,149.9,85.0
user_3949,131.8,69.3
user_3950,148.8,73.2
user_3951,148.7,66.9
user_3952,150.7,92.6
user_3953,135.8,69.8
user_3954,137.2,74.3
user_3955,149.4,60.7
user_3956,146.6,86.4
user_3957,158.7,78.1
user_3958,156.7,84.8
user_3959,146.5,93.9
user_3960,162.9,81.9
user_3961,145.3,88.6
user_3962,154.7,100.1
user_3963,144.1,67.6
user_3964,130.3,75.2
user_3965,143.4,84.6
user_3966,160.3,95.2
user_3967,166.6,93.0
user_3968,161.0,79.6
user_3969,142.8,70.7
user_3970,134.0,77.4
user_3971,133.9,109.5
user_3972,137.5,71.7
user_3973,158.3,105.6
user_3974,130.3,89.3
user_3975,175.3,107.2
user_3976,137.7,84.0
user_3977,151.0,82.9
user_3978,140.0,60.4
user_3979,162.3,103.0
user_3980,137.9,85.2
user_3981,171.1,69.7
user_3982,152.0,90.6
user_3983,136.1,62.1
user_3984,175.4,91.5
user_3985,157.6,70.5
user_3986,163.3,67.7
user_3987,140.7,109.9
user_3988,153.9,60.7
user_3989,139.0,101.0
user_3990,155.9,94.1
user_3991,166.1,67.5
user_3992,174.6,95.6
user_3993,168.7,88.4
user_3994,148.4,104.1
user_3995,141.2,77.2
user_3996,153.1,72.5
user_3997,170.4,96.7
user_3998,142.4,99.3
user_3999,159.3,73.5
user_4000,135.9,81.1
user_4001,159.8,70.6
user_4002,137.8,107.2
user_4003,154.8,92.8
user_4004,138.4,62.1
user_4005,133.4,99.1
user_4006,163.7,95.7
user_4007,151.6,75.9
user_4008,134.7,78.3
user_4009,136.6,63.9
user_4010,161.4,107.9
user_4011,142.9,65.1
user_4012,152.9,75.8
user_4013,176.1,70.5
user_4014,136.8,87.7
user_4015,134.7,65.1
user_4016,163.0,106.7
user_4017,133.2,68.7
user_4018,151.3,79.2
user_4019,139.2,68.6
user_4020,143.7,60.0
user_4021,154.9,72.4
user_4022,187.6,70.9
user_4023,155.5,67.4
user_4024,138.1,81.4
user_4025,148.1,74.3
user_4026,142.6,81.1
user_4027,182.2,72.7
user_4028,162.3,88.6
user_4029,154.6,61.0
user_4030,148.4,102.9
user_4031,150.8,97.0
user_4032,152.4,82.9
user_4033,164.3,101.6
user_4034,146.2,82.5
user_4035,170.3,88.3
user_4036,152.7,80.4
user_4037,140.7,105.7
user_4038,149.2,62.2
user_4039,161.2,78.4
user_4040,132.2,100.9
user_4041,139.2,76.1
user_4042,155.2,64.6
user_4043,144.6,65.6
user_4044,156.2,64.6
user_4045,154.3,96.3
user_4046,182.2,106.6
user_4047,139.9,67.8
user_4048,133.5,105.9
user_4049,135.7,99.7
user_4050,180.4,68.0
user_4051,143.5,100.9
user_4052,137.2,83.1
user_4053,183.9,78.5
user_4054,149.4,67.6
user_4055,153.2,73.7
user_4056,158.9,87.5
user_4057,162.5,69.7
user_4058,165.6,77.2
user_4059,141.8,89.4
user_4060,148.7,90.9
user_4061,146.3,67.3
user_4062,161.4,63.1
user_4063,171.8,82.2
user_4064,163.5,81.9
user_4065,140.2,78.0
user_4066,143.2,65.4
user_4067,151.7,98.3
user_4068,169.2,98.0
user_4069,157.3,100.9
user_4070,172.2,105.3
user_4071,160.0,76.7
user_4072,174.3,89.7
user_4073,140.3,76.6
user_4074,132.7,70.6
user_4075,159.6,64.4
user_4076,155.7,90.0
user_4077,168.7,100.5
user_4078,140.7,85.3
user_4079,166.8,98.8
user_4080,143.8,64.4
user_4081,154.0,67.9
user_4082,146.9,73.1
user_4083,160.5,86.0
user_4084,140.8,96.3
user_4085,165.7,68.4
user_4086,168.2,65.2
user_4087,165.4,83.7
user_4088,134.8,62.0
user_4089,146.1,73.0
user_4090,135.7,104.8
user_4091,134.6,87.3
user_4092,134.1,87.7
user_4093,159.2,88.1
user_4094,133.4,64.8
user_4095,160.9,93.9
user_4096,133.2,80.8
user_4097,183.8,98.8
user_4098,165.1,61.5
user_4099,149.1,88.9
user_4100,134.0,90.9
user_4101,141.6,96.1
user_4102,153.6,94.9
user_4103,143.7,76.6
user_4104,166.9,96.2
user_4105,161.9,69.1
user_4106,130.7,93.3
user_4107,133.9,66.6
user_4108,153.3,99.2
user_4109,156.7,67.1
user_4110,164.5,102.5
user_4111,152.4,72.1
user_4112,169.4,96.0
user_4113,159.4,67.9
user_4114,152.1,82.6
user_4115,156.6,72.2
user_4116,140.1,97.2
user_4117,138.4,80.7
user_4118,165.0,106.1
user_4119,154.8,77.9
user_4120,141.4,72.6
user_4121,151.2,95.3
user_4122,138.5,79.3
user_4123,154.3,66.2
user_4124,177.2,96.9
user_4125,144.2,62.9
user_4126,157.3,62.2
user_4127,134.6,83.7
user_4128,157.7,73.7
user_4129,137.7,82.5
user_4130,143.0,61.5
user_4131,152.3,102.9
user_4132,151.8,69.1
user_4133,157.3,95.9
user_4134,136.4,73.9
user_4135,162.0,104.9
user_4136,137.7,76.7
user_4137,167.1,60.0
user_4138,163.5,69.8
user_4139,169.3,100.5
user_4140,178.0,73.5
user_4141,142.5,69.2
user_4142,165.2,79.2
user_4143,161.5,77.6
user_4144,152.8,92.5
user_4145,166.4,70.9
user_4146,156.9,74.8
user_4147,158.2,92.8
user_4148,143.2,81.9
user_4149,158.0,91.6
user_4150,134.4,94.6
user_4151,151.2,79.8
user_4152,168.9,70.9
user_4153,146.1,98.2
user_4154,152.0,74.6
user_4155,148.6,95.2
user_4156,181.8,100.1
user_4157,146.7,70.3
user_4158,139.7,92.7
user_4159,156.5,65.3
user_4160,150.7,75.9
user_4161,157.6,62.8
user_4162,142.9,75.2
user_4163,155.1,85.0
user_4164,134.1,64.8
user_4165,135.7,76.7
user_4166,168.3,81.8
user_4167,137.9,61.0
user_4168,172.3,78.2
user_4169,160.5,99.8
user_4170,175.9,68.3
user_4171,145.2,84.1
user_4172,140.7,71.3
user_4173,147.9,61.5
user_4174,136.7,73.8
user_4175,179.1,87.8
user_4176,159.4,101.8
user_4177,161.6,65.6
user_4178,145.2,66.6
user_4179,131.9,87.3
user_4180,182.4,70.2
user_4181,167.9,89.3
user_4182,137.0,88.0
user_4183,184.8,74.9
user_4184,137.8,75.2
user_4185,162.1,75.1
user_4186,172.3,91.5
user_4187,155.0,101.4
user_4188,170.3,83.6
user_4189,131.4,82.8
user_4190,135.5,101.5
user_4191,144.9,96.9
user_4192,147.0,73.8
user_4193,153.3,101.5
user_4194,175.6,97.3
user_4195,159.2,85.6
user_4196,133.1,101.7
user_4197,164.6,69.3
user_4198,167.5,95.8
user_4199,139.2,60.8
user_4200,141.0,75.3
user_4201,137.2,62.6
user_4202,131.7,97.8
user_4203,153.7,72.4
user_4204,182.9,69.6
user_4205,179.3,91.1
user_4206,140.0,74.3
user_4207,140.0,87.2
user_4208,143.8,70.7
user_4209,188.1,70.4
user_4210,156.8,80.7
user_4211,165.3,66.7
user_4212,137.3,76.1
user_4213,173.8,62.2
user_4214,150.0,75.3
user_4215,157.1,85.3
user_4216,153.1,90.1
user_4217,170.6,104.2
user_4218,140.4,107.8
user_4219,133.9,89.9
user_4220,150.3,62.7
user_4221,151.9,67.6
user_4222,155.6,80.1
user_4223,147.5,97.3
user_4224,186.9,71.9
user_4225,172.2,95.8
user_4226,147.5,85.1
user_4227,161.6,63.4
user_4228,135.7,105.4
user_4229,172.9,87.4
user_4230,151.9,96.5
user_4231,161.2,76.0
user_4232,146.6,70.1
user_4233,163.4,60.8
user_4234,142.8,100.5
user_4235,135.1,75.7
user_4236,169.6,91.4
user_4237,141.3,78.9
user_4238,158.8,79.0
user_4239,170.3,74.6
user_4240,136.1,72.6
user_4241,175.3,71.3
user_4242,143.9,99.7
user_4243,159.4,83.3
user_4244,148.1,94.7
user_4245,162.8,71.9
user_4246,136.0,69.5
user_4247,139.0,82.3
user_4248,136.6,63.5
user_4249,156.5,68.1
user_4250,141.9,108.0
user_4251,156.6,104.7
user_4252,171.7,104.4
user_4253,150.0,78.8
user_4254,185.5,103.9
user_4255,182.4,84.5
user_4256,149.6,71.4
user_4257,132.5,108.9
