학교명,시도,학교세부유형,일반학급_학생수_계,교원수_총계_계
수성고등학교,경기,일반고등학교,924,82
지평고등학교,경기,일반고등학교,114,24
수택고등학교,경기,일반고등학교,631,68
수주고등학교,경기,일반고등학교,517,63
수원여자고등학교,경기,일반고등학교,786,79
수일고등학교,경기,일반고등학교,841,78
수지고등학교,경기,일반고등학교,1283,97
숙지고등학교,경기,일반고등학교,833,85
심원고등학교,경기,일반고등학교,699,64
시흥고등학교,경기,일반고등학교,926,82
신장고등학교,경기,일반고등학교,711,65
안곡고등학교,경기,일반고등학교,914,88
안성고등학교,경기,일반고등학교,654,55
시흥능곡고등학교,경기,일반고등학교,827,72
시흥매화고등학교,경기,일반고등학교,581,57
신길고등학교,경기,일반고등학교,735,77
안성여자고등학교,경기,일반고등학교,537,46
안양고등학교,경기,일반고등학교,907,92
안화고등학교,경기,일반고등학교,1031,76
양주백석고등학교,경기,일반고등학교,751,69
양지고등학교,경기,일반고등학교,743,80
송우고등학교,경기,일반고등학교,705,77
세종고등학교,경기,일반고등학교,488,50
예당고등학교,경기,일반고등학교,1013,73
영덕고등학교,경기,일반고등학교,977,89
와부고등학교,경기,일반고등학교,709,61
용인고등학교,경기,일반고등학교,1103,95
옥빛고등학교,경기,일반고등학교,824,68
용인백현고등학교,경기,일반고등학교,841,65
와우고등학교,경기,일반고등학교,479,35
용호고등학교,경기,일반고등학교,1070,103
운암고등학교,경기,일반고등학교,689,55
운천고등학교,경기,일반고등학교,865,71
원곡고등학교,경기,일반고등학교,845,90
정현고등학교,경기,일반고등학교,1220,91
원미고등학교,경기,일반고등학교,707,62
원종고등학교,경기,일반고등학교,699,70
은행고등학교,경기,일반고등학교,940,85
의정부고등학교,경기,일반고등학교,729,75
처인고등학교,경기,일반고등학교,510,56
의정부여자고등학교,경기,일반고등학교,688,69
향동고등학교,경기,일반고등학교,335,43
부용고등학교,경기,일반고등학교,792,69
율면고등학교,경기,일반고등학교,62,15
갈매고등학교,경기,일반고등학교,688,71
이매고등학교,경기,일반고등학교,776,72
상현고등학교,경기,일반고등학교,955,70
이천고등학교,경기,일반고등학교,773,75
상록고등학교,경기,일반고등학교,887,83
오남고등학교,경기,일반고등학교,1073,86
이포고등학교,경기,일반고등학교,118,22
인덕원고등학교,경기,일반고등학교,827,80
인창고등학교,경기,일반고등학교,638,60
일산동고등학교,경기,일반고등학교,855,81
장곡고등학교,경기,일반고등학교,706,67
장안고등학교,경기,일반고등학교,791,73
장호원고등학교,경기,일반고등학교,360,40
의왕고등학교,경기,일반고등학교,554,60
이충고등학교,경기,일반고등학교,859,72
저동고등학교,경기,일반고등학교,833,80
정발고등학교,경기,일반고등학교,834,77
정왕고등학교,경기,일반고등학교,1085,76
주엽고등학교,경기,일반고등학교,892,78
죽전고등학교,경기,일반고등학교,1120,83
조원고등학교,경기,일반고등학교,777,71
중산고등학교,경기,일반고등학교,836,73
중원고등학교,경기,일반고등학교,693,65
중흥고등학교,경기,일반고등학교,680,70
진건고등학교,경기,일반고등학교,1025,82
천천고등학교,경기,일반고등학교,758,70
청명고등학교,경기,일반고등학교,930,88
청덕고등학교,경기,일반고등학교,950,73
청운고등학교,경기,일반고등학교,57,15
청학고등학교,경기,일반고등학교,557,54
초지고등학교,경기,일반고등학교,692,71
초당고등학교,경기,일반고등학교,936,72
충현고등학교,경기,일반고등학교,763,73
충훈고등학교,경기,일반고등학교,702,75
태장고등학교,경기,일반고등학교,965,93
토평고등학교,경기,일반고등학교,646,61
퇴계원고등학교,경기,일반고등학교,956,86
평내고등학교,경기,일반고등학교,858,74
창의고등학교,경기,일반고등학교,1225,89
평촌고등학교,경기,일반고등학교,1050,94
태광고등학교,경기,일반고등학교,792,63
점동고등학교,경기,일반고등학교,159,21
비전고등학교,경기,일반고등학교,949,74
평택고등학교,경기,일반고등학교,867,73
포곡고등학교,경기,일반고등학교,898,76
포천고등학교,경기,일반고등학교,580,64
함현고등학교,경기,일반고등학교,923,75
행신고등학교,경기,일반고등학교,740,76
한솔고등학교,경기,일반고등학교,781,74
화수고등학교,경기,일반고등학교,800,72
화정고등학교,경기,일반고등학교,788,76
화홍고등학교,경기,일반고등학교,905,83
효원고등학교,경기,일반고등학교,1015,87
청평고등학교,경기,일반고등학교,219,37
흥진고등학교,경기,일반고등학교,949,89
성포고등학교,경기,일반고등학교,826,79
이솔고등학교,경기,일반고등학교,927,67
송탄고등학교,경기,일반고등학교,461,55
송호고등학교,경기,일반고등학교,862,79
송현고등학교,경기,일반고등학교,870,77
향남고등학교,경기,일반고등학교,776,60
풍덕고등학교,경기,일반고등학교,1349,91
풍동고등학교,경기,일반고등학교,770,74
풍무고등학교,경기,일반고등학교,1172,80
현화고등학교,경기,일반고등학교,861,69
현암고등학교,경기,일반고등학교,590,58
호평고등학교,경기,일반고등학교,816,74
호원고등학교,경기,일반고등학교,785,77
용인홍천고등학교,경기,일반고등학교,1156,89
효양고등학교,경기,일반고등학교,760,67
효자고등학교,경기,일반고등학교,764,72
경민고등학교,경기,일반고등학교,712,67
경화여자고등학교,경기,일반고등학교,911,78
경안고등학교,경기,일반고등학교,947,82
과천여자고등학교,경기,일반고등학교,324,43
대화고등학교,경기,일반고등학교,818,80
백송고등학교,경기,일반고등학교,366,35
의정부광동고등학교,경기,일반고등학교,677,61
부곡고등학교,경기,일반고등학교,809,78
군포고등학교,경기,일반고등학교,860,71
낙생고등학교,경기,일반고등학교,787,67
대신고등학교,경기,일반고등학교,240,24
덕소고등학교,경기,일반고등학교,1082,78
판곡고등학교,경기,일반고등학교,981,84
동남고등학교,경기,일반고등학교,675,67
동두천고등학교,경기,일반고등학교,383,36
동우여자고등학교,경기,일반고등학교,767,66
동원고등학교,경기,일반고등학교,809,72
장기고등학교,경기,일반고등학교,1051,72
동화고등학교,경기,일반고등학교,1289,99
두레자연고등학교,경기,일반고등학교,119,21
백영고등학교,경기,일반고등학교,932,82
분당대진고등학교,경기,일반고등학교,927,76
한빛누리고등학교,경기,일반고등학교,451,46
곡정고등학교,경기,일반고등학교,770,78
한백고등학교,경기,일반고등학교,1055,79
삼광고등학교,경기,일반고등학교,110,18
상우고등학교,경기,일반고등학교,780,66
삼괴고등학교,경기,일반고등학교,621,57
서울삼육고등학교,경기,일반고등학교,600,52
성문고등학교,경기,일반고등학교,815,69
성일고등학교,경기,일반고등학교,728,74
동광고등학교,경기,일반고등학교,595,62
감일고등학교,경기,일반고등학교,565,56
세원고등학교,경기,일반고등학교,448,55
소명여자고등학교,경기,일반고등학교,746,70
신원고등학교,경기,일반고등학교,628,64
송림고등학교,경기,일반고등학교,802,72
라온고등학교,경기,일반고등학교,524,44
운정고등학교,경기,일반고등학교,1213,88
수원고등학교,경기,일반고등학교,898,87
송산고등학교,경기,일반고등학교,358,31
숭신여자고등학교,경기,일반고등학교,606,67
시온고등학교,경기,일반고등학교,869,71
신갈고등학교,경기,일반고등학교,889,66
솔터고등학교,경기,일반고등학교,1078,85
심석고등학교,경기,일반고등학교,1076,79
신성고등학교,경기,일반고등학교,915,73
신한고등학교,경기,일반고등학교,916,68
신흥고등학교,경기,일반고등학교,308,29
안법고등학교,경기,일반고등학교,693,54
안산동산고등학교,경기,일반고등학교,995,81
안산강서고등학교,경기,일반고등학교,825,80
안산고등학교,경기,일반고등학교,756,73
안양여자고등학교,경기,일반고등학교,569,53
호매실고등학교,경기,일반고등학교,611,58
야탑고등학교,경기,일반고등학교,747,65
양명고등학교,경기,일반고등학교,946,78
양곡고등학교,경기,일반고등학교,747,53
양명여자고등학교,경기,일반고등학교,755,66
여주고등학교,경기,일반고등학교,467,42
양일고등학교,경기,일반고등학교,629,59
분당영덕여자고등학교,경기,일반고등학교,696,67
영복여자고등학교,경기,일반고등학교,822,73
여강고등학교,경기,일반고등학교,233,23
영생고등학교,경기,일반고등학교,875,71
동국대학교사범대학부속영석고등학교,경기,일반고등학교,780,68
영신여자고등학교,경기,일반고등학교,718,72
오산고등학교,경기,일반고등학교,898,63
광휘고등학교,경기,일반고등학교,776,78
우성고등학교,경기,일반고등학교,807,70
유신고등학교,경기,일반고등학교,934,85
모락고등학교,경기,일반고등학교,570,59
이천양정여자고등학교,경기,일반고등학교,764,66
율곡고등학교,경기,일반고등학교,386,46
이우고등학교,경기,일반고등학교,237,34
일산대진고등학교,경기,일반고등학교,973,86
