회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
1052,108406350,9255000,31777200.0,아동,부산본점,39,3.025641026,0.254237288,8,0
1053,536741090,48250000,,명품,잠실점,40,2.625,0.133333333,7,0
1054,8373200,3840000,,일용잡화,부산본점,4,3.0,0.0,13,1
1055,5230000,1680000,,시티웨어,노원점,5,1.4,0.857142857,51,0
1056,16280000,7984000,,시티웨어,잠실점,3,1.333333333,0.25,27,0
1057,389671470,23828000,4950000.0,농산물,노원점,99,8.323232323,0.253640777,3,0
1058,6396800,1821600,,수산품,강남점,4,4.0,0.8125,75,1
1059,8289750,3225000,,수산품,영등포점,8,2.75,0.227272727,18,1
1060,5368000,5192000,,수산품,미아점,1,3.0,0.0,0,0
1061,391084450,73750000,62952900.0,침구/수예,본  점,32,1.75,0.446428571,10,0
1062,296693670,126240000,16923000.0,디자이너,분당점,49,1.836734694,0.033333333,7,0
1063,6405000,4370000,,섬유잡화,잠실점,2,2.5,0.0,16,1
1064,10129500,9660000,,가공식품,본  점,3,2.333333333,0.0,32,1
1065,51208130,14520000,2200000.0,농산물,잠실점,13,3.230769231,0.119047619,22,1
1066,19365000,13075000,,기타,분당점,3,3.0,0.444444444,67,1
1067,70213230,12150000,,육류,부산본점,21,1.571428571,0.212121212,16,0
1068,858800,512600,,일용잡화,강남점,2,5.5,0.0,4,1
1069,393900,111250,,가공식품,분당점,1,10.0,0.0,0,0
1070,6308850,2250000,,가공식품,미아점,6,2.166666667,0.230769231,56,1
1071,3645340,348000,,농산물,분당점,7,6.857142857,0.541666667,43,0
1072,56522800,28640000,,가공식품,본  점,2,2.0,0.0,1,0
1073,1229270,901600,,육류,잠실점,1,2.0,0.0,0,1
1074,35665130,11988000,,기타,잠실점,12,2.666666667,0.34375,28,0
1075,157415750,22350000,74893600.0,아동,본  점,81,1.888888889,0.470588235,4,0
1076,64569650,10800000,,기타,잠실점,13,2.615384615,0.323529412,27,0
1077,210957850,39780000,,기타,본  점,8,6.0,0.479166667,37,0
1078,305608890,37490000,,농산물,분당점,107,5.542056075,0.295109612,3,0
1079,150231000,19074000,,건강식품,본  점,13,1.230769231,0.375,23,1
1080,15276150,9600000,,가공식품,강남점,11,5.454545455,0.083333333,21,0
1081,725600,520000,,젓갈/반찬,본  점,1,6.0,1.0,0,0
1082,70273600,31800000,,셔츠,강남점,11,1.909090909,0.666666667,29,1
1083,183318120,30696000,11842500.0,기타,본  점,27,3.148148148,0.317647059,12,0
1084,308719800,23166000,,골프,대전점,28,2.607142857,0.273972603,12,1
1085,4468000,2380000,,명품,본  점,3,1.666666667,0.6,73,1
1086,2672000,1430000,,셔츠,부산본점,2,1.0,0.5,89,1
1087,46798950,14740000,,화장품,부산본점,25,1.68,0.333333333,14,1
1088,409829790,26000000,8425000.0,가공식품,동래점,89,2.966292135,0.325757576,4,0
1089,2124000,2124000,,건강식품,부산본점,1,1.0,1.0,0,1
1090,70287210,6804000,,기타,광주점,28,2.857142857,0.6,12,0
1091,52995460,8970000,,기타,미아점,122,4.418032787,0.176252319,2,0
1092,320685450,80080000,72583900.0,가공식품,청량리점,117,2.811965812,0.212765957,3,1
1093,35818800,7500000,,화장품,부산본점,10,2.0,0.15,35,0
1094,36602000,17290000,,가공식품,본  점,2,3.0,0.0,33,0
1095,39595630,21620000,18000.0,농산물,분당점,54,6.259259259,0.313609467,6,0
1096,54025980,7756000,,기타,강남점,22,10.77272727,0.417721519,15,0
1097,131150,44000,,기타,분당점,1,8.0,0.0,0,1
1098,700000,700000,,시티웨어,영등포점,1,1.0,0.0,0,0
1099,82936100,19094400,,가공식품,본  점,14,2.428571429,0.176470588,23,0
1100,60000,55000,,차/커피,일산점,1,2.0,0.0,0,0
1101,150851800,41800000,21820000.0,가공식품,본  점,36,3.611111111,0.238461538,9,1
1102,73155750,59400000,58038000.0,가공식품,본  점,7,3.285714286,0.217391304,1,0
1103,95875070,28875000,27236000.0,기타,광주점,32,3.65625,0.735042735,10,0
1104,108067650,36850000,6780000.0,기타,청량리점,31,2.387096774,0.297297297,10,0
1105,29271000,7992000,,기타,본  점,7,2.0,0.142857143,47,0
1106,148373320,91540000,,농산물,분당점,20,5.3,0.113207547,16,0
1107,14770000,11150000,,기타,잠실점,3,1.666666667,0.4,42,1
1108,79467850,10035000,,가공식품,잠실점,31,3.483870968,0.537037037,11,0
1109,700103410,41608000,12660000.0,가공식품,본  점,145,1.855172414,0.249070632,2,0
1110,64850,58300,,기타,청량리점,1,3.0,0.0,0,1
1111,144923030,37800000,,농산물,미아점,24,3.541666667,0.458823529,13,0
1112,86096000,22484000,10780000.0,농산물,분당점,14,2.928571429,0.12195122,17,0
1113,7535000,6000000,,화장품,본  점,2,2.0,0.0,7,1
1114,12460000,12460000,,화장품,본  점,1,1.0,1.0,0,1
1115,10193250,5400000,,화장품,본  점,3,2.666666667,0.25,66,0
1116,1000000,1000000,,구두,노원점,1,1.0,1.0,0,0
1117,316467530,39960000,36922000.0,기타,본  점,69,2.768115942,0.209424084,5,0
1118,260506010,32949000,32201900.0,농산물,분당점,49,3.673469388,0.277777778,6,0
1119,15294950,9200000,552000.0,침구/수예,본  점,4,2.0,0.375,59,0
1120,37157240,7000000,,기타,본  점,21,2.142857143,0.355555556,16,0
1121,1991650,384000,,수산품,광주점,10,2.9,0.206896552,34,0
1122,1820000,5565000,5565000.0,트래디셔널,본  점,2,2.0,0.25,0,0
1123,8088000,8000000,,골프,동래점,1,2.0,0.0,0,1
1124,57580290,14910000,,축산가공,일산점,9,3.555555556,0.34375,32,1
1125,126063270,48631000,,디자이너,대전점,9,2.555555556,0.0,39,0
1126,842469380,34096000,2080000.0,기타,본  점,99,3.313131313,0.192073171,3,0
1127,70171000,22113000,2880000.0,화장품,부산본점,5,2.2,0.090909091,16,0
1128,5547500,3150000,,캐주얼,강남점,2,2.5,0.6,25,0
1129,425940960,73600000,25217000.0,가공식품,본  점,75,3.933333333,0.284745763,4,0
1130,56320430,22250000,,농산물,분당점,17,5.647058824,0.635416667,19,1
1131,46601200,29650000,,캐주얼,잠실점,1,3.0,0.0,0,0
1132,3427200,3427200,,식기,본  점,1,1.0,0.0,0,1
1133,374350,185900,,수산품,본  점,1,5.0,0.0,0,1
1134,4750000,4750000,,화장품,강남점,1,1.0,0.0,0,0
1135,585851630,69889200,101783750.0,명품,잠실점,47,2.70212766,0.511811024,7,1
1136,85405340,17050000,750000.0,가공식품,노원점,34,1.823529412,0.241935484,10,0
1137,1209600,1209600,,피혁잡화,잠실점,1,1.0,1.0,0,0
1138,4690000,3465000,,화장품,부산본점,1,2.0,0.0,0,0
1139,38888700,15525000,,기타,부평점,6,2.5,0.466666667,36,1
1140,381316070,57270000,109064000.0,기타,광주점,62,4.258064516,0.21969697,5,0
1141,4547000,3560000,,구두,잠실점,2,1.0,0.0,11,0
1142,5044930,2079000,,기타,포항점,2,7.5,0.0,3,1
1143,3450000,3450000,,남성 캐주얼,안양점,1,1.0,0.0,0,1
1144,274000120,96000000,33330000.0,농산물,분당점,26,4.461538462,0.24137931,13,0
1145,39191000,22344000,782000.0,스포츠,부산본점,8,1.5,0.166666667,33,0
1146,104467100,23161600,,일용잡화,잠실점,16,1.9375,0.064516129,21,0
1147,664800,420000,,가공식품,잠실점,4,2.5,0.0,86,1
1148,7148650,5510000,,수산품,본  점,6,1.833333333,0.363636364,45,1
1149,2156960,841680,,농산물,본  점,1,4.0,1.0,0,0
1150,95889900,18700000,17407000.0,시티웨어,영등포점,22,2.272727273,0.24,15,1
1151,461036500,134400000,1010000.0,가공식품,본  점,41,2.195121951,0.3,7,0
1152,3222640,2000000,1980000.0,구두,본  점,3,2.333333333,0.142857143,107,0
1153,37151900,11281500,,트래디셔널,잠실점,8,1.125,0.0,27,1
1154,22637150,4440000,1044000.0,화장품,잠실점,8,3.75,0.333333333,25,0
1155,43708200,17952000,,가공식품,본  점,8,3.75,0.066666667,28,0
1156,5290000,5290000,,섬유잡화,분당점,1,1.0,1.0,0,1
1157,167225570,38640000,17916000.0,농산물,노원점,52,4.961538462,0.197674419,6,0
1158,205236790,43680000,11466000.0,디자이너,본  점,20,2.15,0.023255814,17,1
1159,488018850,382096000,25859400.0,가공식품,본  점,18,3.388888889,0.37704918,17,0
1160,56231810,9800000,14748000.0,명품,본  점,61,2.196721311,0.171641791,5,0
1161,182391920,18000000,2616000.0,농산물,본  점,73,3.726027397,0.323529412,4,0
1162,1110000,1020000,,일용잡화,부산본점,2,1.5,0.333333333,32,0
1163,9325000,3750000,2816000.0,골프,본  점,5,1.0,0.4,16,1
1164,162156650,12250000,,수산품,본  점,36,4.222222222,0.177631579,9,0
1165,12430000,10560000,,피혁잡화,동래점,2,1.0,0.5,54,1
1166,68606850,7680000,2115000.0,기타,본  점,32,2.75,0.204545455,10,0
1167,236121600,33593800,3219000.0,기타,광주점,39,3.102564103,0.214876033,8,0
1168,1157491780,264625000,154060000.0,명품,광주점,86,2.465116279,0.278301887,4,0
1169,861848140,50280000,210195200.0,기타,대전점,176,2.772727273,0.290983607,2,1
1170,437835200,27500000,40614400.0,기타,청량리점,66,2.560606061,0.301775148,5,0
1171,243245470,54408800,,골프,본  점,21,2.142857143,0.533333333,13,0
1172,205346450,24290000,6812000.0,농산물,동래점,35,6.085714286,0.314553991,9,0
1173,2898000,2898000,,주방가전,잠실점,1,1.0,0.0,0,1
1174,758900,240000,,가공식품,본  점,3,4.666666667,1.0,32,0
1175,40943000,11990000,5544000.0,남성 캐주얼,영등포점,11,2.636363636,0.24137931,25,1
1176,41399800,103500000,92000000.0,디자이너,부산본점,8,1.75,0.0,22,0
1177,28377300,5964000,,기타,일산점,7,4.142857143,0.620689655,34,0
1178,1154400,1154400,,주방용품,대전점,1,1.0,1.0,0,0
1179,20228700,6000000,,캐주얼,잠실점,9,2.555555556,0.086956522,33,0
1180,15482050,3125000,,기타,광주점,45,4.2,0.317460317,7,1
1181,270418080,43750000,,가공식품,본  점,16,5.875,0.372340426,15,0
1182,5751500,2672600,,일용잡화,본  점,12,1.333333333,0.625,26,1
1183,112905000,16656000,5480000.0,기타,광주점,26,2.730769231,0.14084507,12,1
1184,138432480,10992000,29770600.0,명품,잠실점,60,2.033333333,0.229508197,5,0
1185,6975000,6975000,,시티웨어,부산본점,1,1.0,1.0,0,1
1186,133717240,47300000,960000.0,축산가공,강남점,46,4.0,0.190217391,7,1
1187,108546760,67980000,3762500.0,기타,분당점,38,2.552631579,0.350515464,9,0
1188,29851940,10500000,,수산품,본  점,21,2.142857143,0.2,14,0
1189,23977110,18312000,,가공식품,일산점,93,1.741935484,0.320987654,3,0
1190,52254200,21000000,,명품,부산본점,5,1.2,0.5,64,0
1191,38031910,3384000,,수산품,본  점,69,3.173913043,0.849315068,5,0
1192,1785000,1785000,,스포츠,본  점,1,1.0,0.0,0,1
1193,61048200,7656000,6759200.0,기타,영등포점,17,2.176470588,0.324324324,20,0
1194,53957330,14560000,,수산품,강남점,8,12.875,0.0,42,0
1195,16990600,5520000,3100000.0,기타,분당점,12,2.083333333,0.36,15,1
1196,40018600,18354000,,모피/피혁,노원점,3,2.666666667,0.875,98,0
1197,9934500,2875000,,란제리/내의,잠실점,6,1.166666667,0.142857143,25,1
1198,9936000,9936000,,주방용품,잠실점,1,1.0,1.0,0,0
1199,98356550,15019000,30490000.0,명품,영등포점,18,1.777777778,0.0625,18,0
1200,101293490,18700000,2712500.0,농산물,부산본점,83,4.240963855,0.25,4,1
1201,750000,750000,,셔츠,본  점,1,1.0,0.0,0,0
1202,461300,194400,,축산가공,본  점,1,4.0,1.0,0,1
1203,129114630,25520000,,가공식품,분당점,14,5.642857143,0.417721519,22,1
1204,42331620,17500000,,수산품,잠실점,10,2.6,0.192307692,30,0
1205,73035200,14304000,,디자이너,잠실점,8,2.625,0.428571429,35,0
1206,33529200,7436000,4810000.0,디자이너,일산점,7,2.285714286,0.0625,27,1
1207,10097400,5475000,,화장품,잠실점,2,2.0,0.25,26,1
1208,5985680,3920000,,아동,광주점,3,1.666666667,0.6,47,1
1209,0,4200000,7350000.0,생활잡화,본  점,2,2.0,1.0,0,0
1210,169595160,18270000,8152000.0,가공식품,본  점,51,2.196078431,0.3125,7,0
1211,118663000,25691000,,디자이너,일산점,8,2.0,0.3125,39,0
1212,67747050,7992000,2084000.0,아동,부산본점,17,1.705882353,0.482758621,18,0
1213,10580000,10580000,,디자이너,대전점,1,1.0,0.0,0,0
1214,5431500,3401640,,농산물,본  점,2,1.0,0.5,129,1
1215,193636720,33408000,,기타,광주점,40,2.025,0.839506173,8,1
1216,11475000,11016000,,시티웨어,부평점,1,2.0,0.0,0,1
1217,64153400,33750000,,구두,노원점,5,4.2,0.857142857,48,0
1218,76707020,21420000,4680000.0,가공식품,본  점,15,2.6,0.128205128,22,0
1219,13073000,13055000,,가공식품,노원점,2,3.0,0.166666667,4,1
1220,139742380,7980000,5456000.0,기타,잠실점,111,3.333333333,0.278378378,3,0
1221,1040000,988000,,섬유잡화,본  점,1,2.0,0.0,0,1
1222,97767200,15500000,9568000.0,명품,부산본점,14,1.642857143,0.260869565,24,0
1223,60563170,20205000,,기타,영등포점,20,2.35,0.255319149,17,0
1224,10750000,10750000,,화장품,잠실점,1,1.0,0.0,0,0
1225,53707880,19690000,120000.0,기타,본  점,15,2.733333333,0.048780488,21,0
1226,480000,460000,,섬유잡화,잠실점,1,2.0,0.0,0,1
1227,119579800,58600000,,명품,본  점,5,1.6,0.0,23,1
1228,67480850,23298000,,농산물,분당점,26,2.230769231,0.25862069,12,0
1229,1490000,1490000,,스포츠,영등포점,1,1.0,0.0,0,1
1230,1400000,1330000,,섬유잡화,일산점,1,2.0,1.0,0,0
1231,199823650,35581000,1263300.0,기타,동래점,34,2.323529412,0.227848101,10,1
1232,9773440,1622400,,기타,청량리점,22,3.818181818,0.238095238,15,0
1233,179200,179200,,일용잡화,잠실점,1,1.0,0.0,0,0
1234,5496500,2072000,,모피/피혁,본  점,2,2.5,0.6,46,1
1235,16126000,14168000,,시티웨어,잠실점,2,1.0,0.5,10,0
1236,57122430,12525000,156000.0,농산물,미아점,23,2.956521739,0.132352941,14,1
1237,23317150,3996000,2019600.0,가공식품,본  점,14,3.642857143,0.31372549,20,0
1238,129538380,13176000,1039500.0,시티웨어,부평점,59,2.033898305,0.358333333,6,1
1239,54910260,19875000,,가공식품,본  점,19,3.684210526,0.514285714,17,0
1240,72799930,14700000,,농산물,인천점,34,5.941176471,0.183168317,10,1
1241,14700000,14700000,,가공식품,본  점,1,1.0,0.0,0,1
1242,239972500,59950000,2136000.0,기타,본  점,24,2.041666667,0.244897959,14,0
1243,538200,478400,,캐주얼,영등포점,1,2.0,0.0,0,1
1244,8371500,2304000,,식기,본  점,10,1.5,0.333333333,33,1
1245,32203600,12776400,7308000.0,시티웨어,잠실점,5,2.0,0.1,69,0
1246,5300000,2600000,,골프,부산본점,2,1.5,0.0,56,0
1247,193220750,48070000,10525000.0,가공식품,본  점,36,7.388888889,0.180451128,9,0
1248,162500,156000,,섬유잡화,본  점,1,2.0,0.0,0,0
1249,3996000,3996000,,건강식품,잠실점,1,1.0,1.0,0,0
1250,8470000,6930000,,시티웨어,본  점,2,1.0,0.0,3,0
1251,12345000,12000000,,가공식품,잠실점,2,2.0,0.0,16,0
1252,1296000,1215000,,화장품,분당점,1,2.0,0.0,0,1
1253,1230750,896000,,가공식품,부산본점,9,2.666666667,0.583333333,28,0
1254,171814960,36837500,,기타,미아점,20,2.9,0.413793103,15,0
1255,342701800,114540000,23100000.0,가공식품,일산점,21,3.714285714,0.461538462,16,1
1256,75614650,13200000,34361800.0,가공식품,본  점,40,6.425,0.431906615,6,0
1257,144597000,76340000,,캐주얼,분당점,5,1.6,0.75,45,0
1258,3979500,3790000,,시티웨어,청량리점,1,2.0,0.0,0,0
1259,200111110,17420000,437000.0,기타,미아점,41,4.243902439,0.275862069,8,0
1260,8066710,2592000,,가공식품,미아점,14,2.714285714,0.263157895,21,1
1261,7475000,3675000,,화장품,본  점,3,1.333333333,0.0,116,0
1262,110000,110000,,수산품,본  점,1,1.0,0.0,0,1
1263,232330000,27780000,11067000.0,디자이너,잠실점,31,1.387096774,0.186046512,11,0
1264,96600,88550,,농산물,본  점,1,2.0,0.0,0,0
1265,7186560,315000,,가공식품,본  점,23,5.608695652,0.201550388,15,1
1266,30859200,23560000,,기타,잠실점,4,1.75,0.142857143,15,0
1267,84281400,44850000,,가공식품,본  점,7,1.714285714,0.166666667,42,1
1268,130406840,13524000,8668800.0,명품,본  점,44,3.022727273,0.571428571,8,0
1269,3303000,2772000,,스포츠,영등포점,1,5.0,0.0,0,0
1270,10565890,8750000,,젓갈/반찬,분당점,6,2.5,0.4,53,0
1271,22979910,3938880,,수산품,본  점,46,2.260869565,0.336538462,7,0
1272,74613560,16081600,,트래디셔널,본  점,10,2.6,0.692307692,23,1
1273,32661000,12672000,,시티웨어,동래점,10,1.6,0.0625,35,0
1274,212403400,23475000,,기타,강남점,20,2.85,0.070175439,15,0
1275,460566780,52650000,66671000.0,디자이너,본  점,50,2.78,0.122302158,6,0
1276,75662450,24000000,,기타,청량리점,39,5.282051282,0.237864078,8,0
1277,3765000,2178000,,모피/피혁,영등포점,2,1.5,0.0,12,1
1278,20728000,9750000,,란제리/내의,본  점,3,1.333333333,0.5,53,1
1279,1824000,1200000,,주방용품,본  점,1,2.0,1.0,0,1
1280,9099000,3500000,,기타,광주점,5,2.4,0.166666667,14,1
1281,205025530,22000000,20110000.0,디자이너,광주점,56,2.25,0.166666667,6,0
1282,396000,176000,,육류,분당점,1,3.0,0.0,0,1
1283,48750970,13420800,2304000.0,기타,분당점,6,3.666666667,0.772727273,55,1
1284,35336000,19550000,184000.0,시티웨어,본  점,4,1.5,0.333333333,45,0
1285,43676850,15500000,442000.0,기타,잠실점,14,2.0,0.107142857,13,0
1286,1031710,332500,,가공식품,전주점,4,2.0,0.75,75,1
1287,320000,897000,936000.0,모피/피혁,영등포점,3,2.0,0.333333333,11,0
1288,145580,61040,,농산물,분당점,1,5.0,0.0,0,0
1289,120948340,26200000,,가공식품,부평점,41,3.682926829,0.496688742,8,0
1290,16353000,12000000,12125000.0,기타,영등포점,6,1.833333333,0.181818182,9,0
1291,51335490,5750000,,기타,청량리점,36,3.888888889,0.264285714,9,0
1292,173489250,32000000,3432000.0,화장품,분당점,21,2.761904762,0.362068966,16,0
1293,310152120,32808000,,기타,관악점,44,6.5,0.29020979,8,0
1294,4670000,3200000,600000.0,골프,울산점,3,1.0,0.333333333,25,0
1295,374833740,50370000,15546200.0,기타,영등포점,64,2.578125,0.36969697,5,1
1296,23650100,8580000,,기타,일산점,13,1.769230769,0.52173913,22,0
1297,143920000,48000000,,주방가전,본  점,5,2.0,0.8,66,1
1298,91993000,11500000,23248000.0,기타,일산점,38,5.447368421,0.188405797,9,0
1299,279691330,76406000,17186400.0,농산물,대전점,28,4.321428571,0.231404959,11,0
1300,265222540,44233200,9226800.0,골프,잠실점,34,2.058823529,0.257142857,9,1
1301,15778600,4788000,,트래디셔널,잠실점,8,1.25,0.9,43,1
1302,2344000,1200000,,수산품,본  점,1,3.0,0.0,0,0
1303,172503360,43500000,,화장품,본  점,13,1.615384615,0.380952381,23,0
1304,70023100,13794000,6681600.0,농산물,분당점,47,6.914893617,0.267692308,7,0
1305,7780500,3542000,1980000.0,모피/피혁,영등포점,3,3.333333333,0.4,52,1
1306,35365260,6840000,,농산물,본  점,35,2.628571429,0.576086957,10,1
1307,5565000,5565000,,트래디셔널,본  점,1,1.0,0.0,0,1
1308,550373480,150650000,2225000.0,골프,본  점,26,4.269230769,0.144144144,13,0
1309,85826420,28750000,26175000.0,가공식품,잠실점,39,4.58974359,0.150837989,9,0
1310,4832810,980000,2411200.0,가공식품,관악점,13,5.384615385,0.157142857,24,0
1311,5772800,7644000,3761000.0,시티웨어,분당점,5,1.8,0.666666667,39,1
1312,97993500,11675000,,캐주얼,부산본점,24,3.291666667,0.291139241,13,1
1313,99771400,8250000,8360000.0,기타,노원점,67,5.656716418,0.480211082,4,0
